,text,favorited,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,to,rt
191,"#OA publications are not the most important thing, open anthropology is about larger circulation questions #aaa2011",FALSE,NA,20/11/2011 13:28,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
192,"Kim Christen: Open access is a broad claim, a large umbrella. Need to move past open access as simply about documents, books, words #aaa2011",FALSE,NA,20/11/2011 13:28,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
193,Kim has been critiquing copyleft from its left side for a long time; its still o.k. to care about more than 1 thing at a time. #aaa2011,FALSE,NA,20/11/2011 13:24,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
194,One of Kim's projects: http://t.co/UDWMxt0A #aaa2011,FALSE,NA,20/11/2011 13:22,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
195,Kimberly Christen: Steve Jobs insisted technology be at the intersection of the liberal arts; she wants a &quot;digital repatriation&quot; #aaa2011,FALSE,NA,20/11/2011 13:21,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
196,Glad to see that @JasonAntrosio is tweeting the Digital Anthropology panel. Thanks! #aaa2011,FALSE,NA,20/11/2011 13:21,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
197,Kimberly Christen: &quot;Open Anthropology: Where to go from here?&quot; #aaa2011,FALSE,NA,20/11/2011 13:19,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
198,"Jason Jackson, Wider library community has rallied around Open Folklore; can get going through strengthening partnerships #aaa2011",FALSE,NA,20/11/2011 13:18,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
199,"Jason Jackson, discussing http://t.co/RyWa3XCQ and the open folklore search tool #aaa2011",FALSE,NA,20/11/2011 13:08,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
200,Jason Jackson: Recommends Kim Fortun's http://t.co/vO7oHi8Y as overview of open folklore #aaa2011,FALSE,NA,20/11/2011 13:06,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
201,Jason Jackson: &quot;Another World is Possible: Open Folklore as Library-Scholarly Society Partnership&quot; #aaa2011,FALSE,NA,20/11/2011 13:03,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
202,At the &quot;Digital Projects&quot; panel (516c) for #AAA2011 http://t.co/xUpysxy8,FALSE,NA,20/11/2011 13:02,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
203,Thanks to all who made #AAA2011 so spectacular. See you next year in sunny San Francisco!,FALSE,NA,20/11/2011 12:10,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,DUKEpress,NA,NA
204,The humans who pay our salaries &amp; lease our journal access are being kicked and pepper sprayed for wanting to talk about it. #OWS #AAA2011,FALSE,NA,20/11/2011 12:08,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
205,RT @adayelaye: Daniel Reichman: new trend toward consumers' desire for absolute empirical knowledge about the provenance of their food #aaa2011 #locavore,FALSE,NA,20/11/2011 9:44,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,fxmedina,NA,adayelaye
206,RT @CMcGranahan: MUST READ for #aaa2011: report on Race + Racism in Anthropology RT @JasonAntrosio via Virginia Dominguez http://t.co/PiaTGlYa,FALSE,NA,20/11/2011 9:29,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,sspoede,NA,CMcGranahan
207,RT @AmsterdamUPress: On Green OA and the Future of AAA Publishing at #AAA2011 http://t.co/R5Y3UCaF,FALSE,NA,20/11/2011 8:53,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.zite.com/&quot; rel=&quot;nofollow&quot;&gt;Zite&lt;/a&gt;,jeroenson,NA,AmsterdamUPress
208,On Green OA and the Future of AAA Publishing at #AAA2011 http://t.co/R5Y3UCaF,FALSE,NA,20/11/2011 8:04,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.zite.com/&quot; rel=&quot;nofollow&quot;&gt;Zite&lt;/a&gt;,AmsterdamUPress,NA,NA
209,Goodbye Montreal! Had a great time here with my fellow anthropologists ;) #AAA2011 http://t.co/ZLju5ea7,FALSE,NA,20/11/2011 6:52,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,_nakanuma,NA,NA
210,Up in 4 hours for &quot;Explanatory Models of Illness&quot;.. I'm going to sleep so well on the plane tomorrow. I'm going to miss the #aaa2011,FALSE,NA,20/11/2011 6:46,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ccecale,NA,NA
211,Last thought on AK panel...Anthropology will change the world and/or die off at the hands of changing educational landscapes. #aaa2011,FALSE,NA,20/11/2011 6:45,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ccecale,NA,NA
212,arthur kleinman panel today ACTUALLY brought half the audience to tears. #aaa2011,FALSE,NA,20/11/2011 6:39,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ccecale,NA,NA
213,RT @jasonjackson2: Consider checking out Digital Anthropology: Projects and Projections tomorrow morning at #aaa2011 http://t.co/v6YHfWzx,FALSE,NA,20/11/2011 5:14,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jccnoble,NA,jasonjackson2
214,@daniel_lende wish I could be there. Maybe #AAA2011 would consider recording more sessions...,FALSE,NA,20/11/2011 5:14,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,jccnoble,daniel_lende,NA
215,at annual mutant party in Montreal! #AAA2011,FALSE,NA,20/11/2011 4:58,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;,rchang,NA,NA
216,RT @spinsterofutica: It's not every day that someone hands you a business card identifying themselves as a socio-rocket scientist. #AAA2011,FALSE,NA,20/11/2011 4:35,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://sites.google.com/site/yorufukurou/&quot; rel=&quot;nofollow&quot;&gt;YoruFukurou&lt;/a&gt;,kerim,NA,spinsterofutica
217,It's not every day that someone hands you a business card identifying themselves as a socio-rocket scientist. #AAA2011,FALSE,NA,20/11/2011 4:31,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,spinsterofutica,NA,NA
218,My #aaa2011 - A 50/50 mix of frustration-inducing crazy talk + deeply alienating human encounters | inspiring ideas + nice people #fail #win,FALSE,NA,20/11/2011 4:03,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
219,RT @jasonjackson2: Consider checking out Digital Anthropology: Projects and Projections tomorrow morning at #aaa2011 http://t.co/v6YHfWzx,FALSE,NA,20/11/2011 2:35,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,daniel_lende,NA,jasonjackson2
220,RT @CMcGranahan: MUST READ for #aaa2011: report on Race + Racism in Anthropology RT @JasonAntrosio via Virginia Dominguez http://t.co/PiaTGlYa,FALSE,NA,20/11/2011 2:34,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,daniel_lende,NA,CMcGranahan
221,"Great day at the AAA-Montreal, especially the poignant writer's workshop lead by R. Rosaldo. It feels good to be an Anthropologist! #AAA2011",FALSE,NA,20/11/2011 2:22,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,hyperopic,NA,NA
222,"@CMcGranahan It was great to see you at  #AAA2011, and congrats again on your #BatesonPrize honorable mention!",FALSE,NA,20/11/2011 2:15,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,DUKEpress,CMcGranahan,NA
223,"Felt out of depth presenting at #AAA2011 today. However, great panel and great experience being here. Will be better next time.",FALSE,NA,20/11/2011 2:12,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,Cluttercup,NA,NA
224,@Pertermann_arch Glad you enjoyed our #PublicCulture party at #AAA2011!,FALSE,NA,20/11/2011 2:09,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,DUKEpress,Pertermann_arch,NA
225,"Ok that's my last #AAA2011 tweet/post for now! It's been real, Montreal!",FALSE,NA,20/11/2011 1:49,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,jccnoble,NA,NA
226,"Ended up filling out. Virginia Dominguez gave an address worth thinking about. With that, last #aaa2011 tweet. Back to Bk tomorrow...",FALSE,NA,20/11/2011 0:51,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,saverte,NA,NA
227,@jasonjackson2 looks like a wonderful panel...wish I had been at #AAA2011 just for that one,FALSE,NA,20/11/2011 0:36,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,captain_primate,jasonjackson2,NA
228,Darna Dufour critiques the stages of Popkin's nutrition transition...something doesn't quite line up with human history. #SAFN   #AAA2011,FALSE,NA,20/11/2011 0:35,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,jccnoble,NA,NA
229,"Darna Dufour: Popkin's nutrition transition is a model, not an explanation...though people often use it as one.  #SAFN #AAA2011",FALSE,NA,20/11/2011 0:33,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,jccnoble,NA,NA
230,Great presidential address by Virginia Dominguez #AAA2011 #steppingoutsideourprofessionalcomfortzones,FALSE,NA,20/11/2011 0:32,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,BeckyGMartinez,NA,NA
231,RT @FoodAnth: Darna Dufour talking about nutrition transitions #SAFN distinguished speaker #AAA2011,FALSE,NA,20/11/2011 0:31,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,jccnoble,NA,FoodAnth
232,Virginia Dominguez: lastZofD: What kind of anthropology association would we be if we acknowledged our international members? #aaa2011,FALSE,NA,20/11/2011 0:29,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
233,Darna Dufour talking about nutrition transitions #SAFN distinguished speaker #AAA2011,FALSE,NA,20/11/2011 0:29,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,FoodAnth,NA,NA
234,RT @douglasanth: RT @tadmcilwraith: Anthropologists Seek a More Nuanced Place for Science - Chronicle of Higher Education http://t.co/NOrCEZCu #aaa2011,FALSE,NA,20/11/2011 0:25,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,afrowonderland,NA,douglasanth
235,RT @CMcGranahan: MUST READ for #aaa2011: report on Race + Racism in Anthropology RT @JasonAntrosio via Virginia Dominguez http://t.co/PiaTGlYa,FALSE,NA,20/11/2011 0:24,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,Soitisrice,NA,CMcGranahan
236,MUST READ for #aaa2011: report on Race + Racism in Anthropology RT @JasonAntrosio via Virginia Dominguez http://t.co/PiaTGlYa,FALSE,NA,20/11/2011 0:22,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
237,"Virginia Dominguez: lastZofD: As Ulf Hannerz put it, act more American-imperialist than we should #aaa2011 http://t.co/LhTnov1X",FALSE,NA,20/11/2011 0:21,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
238,"book room at AAAs always a simultaneous intellectual, social, &amp; shopping event, going home with a bag of @DUKEpress books as usual #aaa2011",FALSE,NA,20/11/2011 0:16,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
239,"Virginia Dominguez: ZofD#3(cont): Letter from SMA, &quot;Continuing failure of the AAA to address disability&quot; at annual meetings #aaa2011",FALSE,NA,20/11/2011 0:15,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
240,Virginia Dominguez: ZofD#3(cont): and that this 2010 CRRA report occasioned almost no discussion within anthropology #aaa2011,FALSE,NA,20/11/2011 0:12,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
241,"RT @JasonAntrosio: Virginia Dominguez: ZofD#2, challenge self-perception of insignificance, anthropology majors on the rise nationwide, not in decline #aaa2011",FALSE,NA,20/11/2011 0:11,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,bjkingape,NA,JasonAntrosio
242,"Virginia Dominguez: ZofD#3: ethnic-racial-class diversity not well represented in AAA, CRRA report painful #aaa2011 http://t.co/FKKfjCgT",FALSE,NA,20/11/2011 0:11,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
243,"RT @JasonAntrosio: Virginia Dominguez: ZofD#2(cont): anthropology could brag more, and employment growth projected #aaa2011, http://t.co/8zAQe0eD",FALSE,NA,20/11/2011 0:11,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,bjkingape,NA,JasonAntrosio
244,"Virginia Dominguez: ZofD#2(cont): anthropology could brag more, and employment growth projected #aaa2011, http://t.co/8zAQe0eD",FALSE,NA,20/11/2011 0:01,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
245,"Virginia Dominguez: ZofD#2, challenge self-perception of insignificance, anthropology majors on the rise nationwide, not in decline #aaa2011",FALSE,NA,19/11/2011 23:57,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
246,"#SAFN is accepting nominations for our executive board: VP, treasurer &amp; program chair. Send us your nominations. #AAA2011",FALSE,NA,19/11/2011 23:56,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,FoodAnth,NA,NA
247,Virginia Dominguez: ZofD#1= Danger in perpetuating self-congratulatory stance of anthropological progressivism #aaa2011,FALSE,NA,19/11/2011 23:44,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
248,Virginia Dominguez: Time to move into zones of discomfort. Has three zones of discomfort coming. #aaa2011,FALSE,NA,19/11/2011 23:39,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
249,"RT @JasonAntrosio: Virginia Dominguez: Wants to challenge us,we are often too sure what we know as anthropologists, we like being in our comfort zones #aaa2011",FALSE,NA,19/11/2011 23:38,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,Soitisrice,NA,JasonAntrosio
250,"Values&amp;worldview challenged by excellent panelists presenting on monogamy,female genital cutting,abortion,selling female sexuality #AAA2011",FALSE,NA,19/11/2011 23:36,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JarinChu,NA,NA
251,"Virginia Dominguez: Wants to challenge us,we are often too sure what we know as anthropologists, we like being in our comfort zones #aaa2011",FALSE,NA,19/11/2011 23:34,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
252,RT @FoodAnth: #SAFN reception tonight at 6:15pm in room 510c. Drinks &amp; distinguished speaker Darna Dufour. #AAA2011,FALSE,NA,19/11/2011 23:34,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,among_others,NA,FoodAnth
253,RT @FoodAnth: #SAFN reception tonight at 6:15pm in room 510c. Drinks &amp; distinguished speaker Darna Dufour. #AAA2011,FALSE,NA,19/11/2011 23:31,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,jccnoble,NA,FoodAnth
254,Last official #AAA2011 event for me: #SAFN business meeting and talk by Darna Dufour Anthropological perspectives of the Nutrition...,FALSE,NA,19/11/2011 23:30,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,jccnoble,NA,NA
255,RT @cynocephale: Tonight free public screening of Barbash and Castaing-Taylors #ethnographic film #Sweetgrass in #Montreal http://t.co/knEfF6dN #AAA2011,FALSE,NA,19/11/2011 23:26,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://choqok.gnufolks.org/&quot; rel=&quot;nofollow&quot;&gt;Choqok&lt;/a&gt;,CMcGranahan,NA,cynocephale
256,RT @1D4TW: Great big congratulations to @CMcGranahan for organizing a wonderful mega session on #anthro and intelligence at #AAA2011,FALSE,NA,19/11/2011 23:26,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,lennyesq,NA,1D4TW
257,RT @1D4TW: Great big congratulations to @CMcGranahan for organizing a wonderful mega session on #anthro and intelligence at #AAA2011,FALSE,NA,19/11/2011 23:23,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,1D4TW
258,"Panel over, now getting ready for #aaa2011 presidential address. Have to love two years of record attendance. http://t.co/acm5NrTz",FALSE,NA,19/11/2011 23:19,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,JasonAntrosio,NA,NA
259,Relatively sparse turnout at the Presidential Address... I guess everyone was ready to drink tonight. #aaa2011,FALSE,NA,19/11/2011 23:18,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,saverte,NA,NA
260,RT @iethnographer: Looks like Michael Silverstein has a posse. #AAA2011,FALSE,NA,19/11/2011 23:08,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://identi.ca&quot; rel=&quot;nofollow&quot;&gt;identica&lt;/a&gt;,whatsherbutt,NA,iethnographer
261,Final activity of the #aaa2011: Presidential Address. And I was just beginning to like Montreal.,FALSE,NA,19/11/2011 23:04,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,saverte,NA,NA
262,It's hockey night. Are there #AAA2011 attendees at the Bell Centre?,FALSE,NA,19/11/2011 23:02,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://identi.ca&quot; rel=&quot;nofollow&quot;&gt;identica&lt;/a&gt;,iethnographer,NA,NA
263,Consider checking out Digital Anthropology: Projects and Projections tomorrow morning at #aaa2011 http://t.co/v6YHfWzx,FALSE,NA,19/11/2011 23:00,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
264,RT @iethnographer: Looks like Michael Silverstein has a posse. #AAA2011,FALSE,NA,19/11/2011 22:56,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://identi.ca&quot; rel=&quot;nofollow&quot;&gt;identica&lt;/a&gt;,maryam_bakht,NA,iethnographer
265,Have heard that Michael Silverstein has a posse.  Wonder if this means he has added some bling?  Did not notice any earlier... #AAA2011,FALSE,NA,19/11/2011 22:46,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,judythelinguist,NA,NA
266,"Enjoying #AAA2011, a bit sad as it draws to a close.  Although as my panel is tomorrow afternoon it doesn't feel over to me yet!",FALSE,NA,19/11/2011 22:44,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,judythelinguist,NA,NA
267,Looks like Michael Silverstein has a posse. #AAA2011,FALSE,NA,19/11/2011 22:42,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://identi.ca&quot; rel=&quot;nofollow&quot;&gt;identica&lt;/a&gt;,iethnographer,NA,NA
268,RT @1D4TW: I hope everyone enjoys the rest of their stay for #AAA2011 and has a safe trip home.,FALSE,NA,19/11/2011 22:40,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,adayelaye,NA,1D4TW
269,The Tangled Bank: Old metaphors for new evolutionary understandings http://t.co/dh2A1xgY Angela: #AAA2011 #anthro The Tangled Bank: Old...,FALSE,NA,19/11/2011 22:38,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://ifttt.com&quot; rel=&quot;nofollow&quot;&gt;ifttt&lt;/a&gt;,akvbroek,NA,NA
270,#AAA2011 #linguisticspanel suggests gradation btn 'written language' and 'graphic art' as meaning-making methods #linguistics #craft #art,FALSE,NA,19/11/2011 22:36,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,among_others,NA,NA
271,RT @CarwilJ: Amanda Sophie Green talk: international slow food movement moving to embrace indigenous land activism #decolonize #aaa2011,FALSE,NA,19/11/2011 22:33,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,among_others,NA,CarwilJ
272,Laura Ahearn: &quot;Go Pierce!&quot; [smirking] #AAA2011 #linguistics #linguisticspanel #semiotics,FALSE,NA,19/11/2011 22:30,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,among_others,NA,NA
273,Laura Ahearn: Why &quot;materiality of language?&quot; Is writing always material? Is speaking always not material? #AAA2011,FALSE,NA,19/11/2011 22:29,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,among_others,NA,NA
274,RT @among_others: acts of writing can take precedence over content in transmitting meaning;  #AAA2011 #linguistics #linguisticspanel,FALSE,NA,19/11/2011 22:26,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,maryam_bakht,NA,among_others
275,acts of writing can take precedence over content in transmitting meaning;  #AAA2011 #linguistics #linguisticspanel,FALSE,NA,19/11/2011 22:24,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,among_others,NA,NA
276,has been having fun observing fellow anthros. #AAA2011 / fait du terrain anthropologique.,FALSE,NA,19/11/2011 22:23,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://ping.fm/&quot; rel=&quot;nofollow&quot;&gt;Ping.fm&lt;/a&gt;,enkerli,NA,NA
277,"RT @CarwilJ: 10 anthros presented on #arabspring. Reflecting on politics, personal ties, evolving situation. #aaa2011",FALSE,NA,19/11/2011 22:21,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,Can_ada,NA,CarwilJ
278,"Bill Maurer: in exchange accounts, unclear writing maintains sociality; clear writing is death of sociality, death of gift #AAA2011",FALSE,NA,19/11/2011 22:20,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,among_others,NA,NA
279,#AAA2011 R Stasch: Tourism is an emergent relation of cross-system interaction shaping and shaped by in-system heterogeneity; on Korowai,FALSE,NA,19/11/2011 22:19,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,strongthomas,NA,NA
280,Oh! So the SOLA conf next to #AAA2011 is a Haitian religious one? Nice!,FALSE,NA,19/11/2011 22:19,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://identi.ca&quot; rel=&quot;nofollow&quot;&gt;identica&lt;/a&gt;,iethnographer,NA,NA
